FUNCTION DEPLOYMENT TIMELINE
============================

Report generated: 2025-07-18 13:47:59

Total deployment events: 3096
Number of node-function combinations: 1291

Event Type Summary:
  Deployment events: 23
  Replica events: 1820
  Network events: 1253

CHRONOLOGICAL TIMELINE
======================

t=   0.0s | deployment | global               | resnet50-inference        | deploy resnet50-inference
  Deployment events: 0
  Replica events: 0
  Network events: 1
  Functions involved: 1
  Function list: unknown

Node: registry → tx2_4
  Deployment events: 0
  Replica events: 0
  Network events: 1
  Functions involved: 1
  Function list: unknown

Node: registry → tx2_5
  Deployment events: 0
  Replica events: 0
  Network events: 1
  Functions involved: 1
  Function list: unknown

Node: registry → tx2_6
  Deployment events: 0
  Replica events: 0
  Network events: 1
  Functions involved: 1
  Function list: unknown

Node: registry → tx2_7
  Deployment events: 0
  Replica events: 0
  Network events: 1
  Functions involved: 1
  Function list: unknown

Node: registry → tx2_8
  Deployment events: 0
  Replica events: 0
  Network events: 1
  Functions involved: 1
  Function list: unknown

Node: registry → tx2_9
  Deployment events: 0
  Replica events: 0
  Network events: 1
  Functions involved: 1
  Function list: unknown

Node: rockpi_125
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference, speech-inference-airport

Node: rockpi_126
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference-downtown, speech-inference-suburb

Node: rockpi_160
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference-airport, speech-inference-commercial

Node: rockpi_18
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference-industrial, speech-inference-suburb

Node: rockpi_197
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: resnet50-preprocessing-industrial, resnet50-preprocessing-residential

Node: rockpi_220
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference-industrial, speech-inference-suburb

Node: rockpi_23
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference, speech-inference-airport

Node: rockpi_24
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference-industrial, speech-inference-suburb

Node: rockpi_240
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference, speech-inference-downtown

Node: rockpi_266
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference-industrial, speech-inference-residential

Node: rockpi_289
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference, speech-inference-airport

Node: rockpi_305
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference-industrial, speech-inference-suburb

Node: rockpi_311
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference-industrial, speech-inference-residential

Node: rockpi_335
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference-industrial, speech-inference-residential

Node: rockpi_344
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference, speech-inference-airport

Node: rockpi_359
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference-commercial, speech-inference-residential

Node: rockpi_37
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference-industrial, speech-inference-residential

Node: rockpi_373
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference-airport, speech-inference-commercial

Node: rockpi_376
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference-commercial, speech-inference-residential

Node: rockpi_415
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference-commercial, speech-inference-residential

Node: rockpi_423
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference-airport, speech-inference-commercial

Node: rockpi_429
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference-airport, speech-inference-commercial

Node: rockpi_431
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference, speech-inference-downtown

Node: rockpi_434
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference-industrial, speech-inference-residential

Node: rockpi_455
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: resnet50-preprocessing-downtown, resnet50-preprocessing-suburb

Node: rockpi_46
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference-downtown, speech-inference-suburb

Node: rockpi_473
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference, speech-inference-downtown

Node: rockpi_474
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference, speech-inference-downtown

Node: rockpi_545
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference, speech-inference-airport

Node: rockpi_549
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: resnet50-preprocessing, speech-inference-airport

Node: rockpi_555
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference, speech-inference-downtown

Node: rockpi_584
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference, speech-inference-downtown

Node: rockpi_59
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference, speech-inference-airport

Node: rockpi_62
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference-commercial, speech-inference-residential

Node: rockpi_89
  Deployment events: 0
  Replica events: 8
  Network events: 0
  Functions involved: 2
  Function list: speech-inference-industrial, speech-inference-residential

Node: rpi3_222
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-commercial

Node: rpi3_223
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-airport

Node: rpi3_224
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference

Node: rpi3_231
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-residential

Node: rpi3_232
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-commercial

Node: rpi3_233
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-airport

Node: rpi3_294
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-residential

Node: rpi3_295
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-commercial

Node: rpi3_296
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-airport

Node: rpi3_354
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-downtown

Node: rpi3_355
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-suburb

Node: rpi3_356
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-industrial

Node: rpi3_414
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-downtown

Node: rpi3_415
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-suburb

Node: rpi3_416
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-industrial

Node: rpi3_45
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference

Node: rpi3_459
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-suburb

Node: rpi3_46
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-downtown

Node: rpi3_460
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-industrial

Node: rpi3_461
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-residential

Node: rpi3_468
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-suburb

Node: rpi3_469
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-industrial

Node: rpi3_47
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-suburb

Node: rpi3_470
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-residential

Node: rpi3_471
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference

Node: rpi3_472
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-downtown

Node: rpi3_473
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-suburb

Node: rpi3_474
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference

Node: rpi3_475
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-downtown

Node: rpi3_476
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-suburb

Node: rpi3_87
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-residential

Node: rpi3_88
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-commercial

Node: rpi3_89
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-airport

Node: rpi4_152
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-residential

Node: rpi4_153
  Deployment events: 0
  Replica events: 4
  Network events: 0
  Functions involved: 1
  Function list: speech-inference-commercial
